GO:0042726	19,176,386,501,2690,3580,3876,4288,
GO:0042727	19,110,518,1700,3578,
GO:0046443	19,266,430,1966,5538,8775,
GO:0072387	19,220,715,2298,7558,7966,
GO:0072388	19,215,325,814,819,2945,3865,3900,4917,5789,
GO:0046853	19,127,222,1898,1976,2226,2793,5345,6916,9970,
GO:0001895	19,142,2914,3359,
GO:0035058	19,1508,3482,
GO:0010257	19,21,73,168,251,743,815,
GO:0032981	19,1034,
GO:0033108	19,1320,1761,
GO:0097031	19,227,734,2364,2377,
GO:0007113	119,225,232,285,692,763,807,923,1181,2721,8087,
GO:0045081	112,481,5780,5783,6042,7801,
GO:0006449	19,21,122,126,329,4266,4807,
GO:0000394	19,266,329,363,1035,
GO:0006388	19,369,
GO:0035087	16,19,20,325,4080,
GO:0070922	891,1188,1512,1517,1601,1616,1617,2109,2911,8494,
GO:0006771	19,6403,7044,9884,
GO:0009231	198,283,403,784,5134,5414,6673,7427,7430,
GO:0006778	19,281,564,2695,3462,
GO:0006779	19,40,592,820,2125,
GO:0009235	19,20,140,247,665,3339,4249,6492,
GO:0009236	19,73,981,1311,3359,7031,9461,
GO:0033013	19,55,1336,
GO:0033014	19,56,309,1491,3254,
GO:0002717	19,140,224,414,716,1639,1861,3116,
GO:0002727	0,19,145,160,355,709,6141,7526,7556,8030,9518,
GO:0002729	19,1765,2034,2842,3433,9573,
GO:0045838	19,73,191,573,1651,2350,4929,
GO:0045954	78,403,762,5331,
GO:0009226	19,233,953,1104,2345,3304,
GO:0009298	19,94,1097,5986,
GO:0019307	19,136,220,449,823,970,1703,6072,8144,
GO:0019673	19,132,642,736,4292,5749,
GO:0032621	19,110,348,595,4680,
GO:0032958	19,72,297,3024,6783,7329,
GO:0090407	14,19,347,514,1183,7559,
GO:0016340	19,2569,2625,3309,5834,9398,9812,9845,
GO:0006551	19,73,157,276,329,430,1331,1631,3595,3613,
GO:0006552	19,183,207,257,713,797,1035,1932,2698,8274,9452,
GO:0006768	19,56,173,423,1472,2500,2688,3983,5780,8335,
GO:0034214	19,243,403,1651,1758,2829,4393,
GO:0001887	19,127,539,5789,6460,
GO:0016259	19,358,1331,1429,
GO:0016260	19,1796,2882,5334,5413,
GO:0010761	19,21,249,250,443,647,1234,3384,5346,
GO:0035092	16,110,3384,6394,
GO:0000422	19,56,778,2457,9170,
GO:0032226	19,259,423,1233,4085,
GO:0033603	19,21,169,894,1158,1434,1693,1980,3467,
GO:0090200	19,94,200,
GO:0035725	8,19,335,1110,1470,3925,
GO:0035826	19,585,2217,5290,5732,7642,
GO:0071436	19,49,61,131,142,151,299,705,3830,
GO:2000651	19,77,100,238,406,1753,1954,
GO:2000680	19,1072,1140,3372,3684,3754,4166,9799,
GO:2000682	19,156,5594,6162,6282,6356,8909,9775,9908,
GO:2000686	19,110,625,1888,2217,2292,4585,6268,8073,
GO:2000688	19,140,1599,6219,9107,9637,
GO:0006563	19,1181,7400,
GO:0046416	19,325,403,450,
GO:0046437	19,193,213,1598,5759,10188,
GO:0070178	19,6067,
GO:0070179	19,49,55,168,263,1247,2319,3063,4650,8997,9915,
GO:0071569	19,1295,2781,7032,
GO:0032971	19,355,564,1871,2567,4109,4269,8339,
GO:0010949	19,2645,3182,4188,
GO:0045796	19,73,719,1671,
GO:0006907	19,278,370,1215,2284,5985,
GO:0006772	19,345,569,2388,4423,
GO:0009229	19,122,127,1075,1761,8069,
GO:0042357	19,36,37,122,142,357,3169,3707,4333,
GO:0042723	19,284,981,4290,6084,
GO:0042724	19,193,2586,7176,7795,
GO:0010886	19,21,56,124,159,195,508,1113,1191,3824,6414,
GO:0034381	19,103,274,2545,
GO:0034383	19,94,
GO:0002227	19,1085,
GO:0002759	19,141,309,641,1525,1898,2801,5280,
GO:0002784	19,263,1195,1734,3950,4460,4784,7438,
GO:0002786	19,266,1229,2772,4398,5454,5694,5853,7033,7613,
GO:0002805	19,465,902,1032,1837,8691,
GO:0002807	19,212,358,2763,6531,
GO:0002808	19,1184,2517,3205,
GO:0002816	19,56,4200,6371,6487,8200,
GO:0002830	19,124,661,
GO:0006963	19,130,355,358,514,661,4611,4661,7514,9429,9984,
GO:0006965	19,100,304,427,710,1849,2295,3614,6082,
GO:0010911	19,193,1952,5585,
GO:0010912	19,173,278,434,1761,2183,4736,5517,
GO:0016045	469,2403,3389,3481,
GO:0032490	19,281,359,
GO:0032498	19,278,1980,3007,4525,6758,7939,9750,
GO:0032499	19,178,1533,4065,4149,9601,
GO:0032602	19,61,127,657,701,710,828,1196,1623,2768,5004,5369,
GO:0032701	19,79,171,191,364,705,1778,3276,9269,
GO:0034135	19,600,621,672,1864,2159,5895,6497,
GO:0034136	159,368,844,1100,1215,4161,6799,9290,
GO:0035419	19,21,443,654,2428,3833,4316,6632,
GO:0035420	56,275,2773,3947,
GO:0071608	19,483,637,5398,5445,5698,9270,9325,
GO:2000110	19,21,109,122,193,793,916,1547,2833,
GO:2000361	19,331,1232,1761,2001,2602,5951,8092,
GO:2000363	19,70,1093,1125,1731,2085,2868,4809,7623,8432,9435,
GO:0035279	723,1205,4262,4964,7797,
GO:0071585	19,39,325,895,931,1074,1584,3918,5208,5227,
GO:0009131	19,79,381,670,1974,2184,4117,4487,8987,
GO:0009159	19,188,266,440,1855,1947,2114,2626,3491,4068,
GO:0009178	864,934,2376,3448,
GO:0046079	19,103,825,842,1617,4170,7161,7876,8640,
GO:0003352	14,19,107,2156,4067,6734,
GO:0051877	92,387,1302,
GO:0060026	19,73,
GO:0060027	19,110,224,312,955,4254,
GO:0060295	19,56,139,7139,8582,
GO:0060296	127,485,621,1955,2724,5512,5746,9519,
GO:0006067	19,363,867,1576,
GO:0006069	19,1303,1680,
GO:0006085	620,1478,3301,7619,
GO:0034308	19,280,656,1146,2742,
GO:0006668	19,122,266,309,1978,8517,
GO:0006669	19,736,2099,6151,6334,8028,
GO:0031507	19,43,307,374,709,1692,2146,
GO:0031508	19,64,1001,3970,6497,9865,
GO:0070828	19,42,347,703,1093,1937,2646,6303,
GO:0006083	19,355,623,1105,1456,1983,4050,4058,5863,
GO:0019413	19,8138,
GO:0019541	19,20,193,400,427,1258,2251,
GO:0019542	19,326,443,1450,3572,7389,8337,9150,
GO:0046521	19,60,823,1148,1544,2983,6059,
GO:0060123	19,60,140,298,355,2904,
GO:0006780	19,49,113,891,1887,3355,7817,8610,
GO:0006781	19,124,191,281,615,736,1171,1718,7588,9698,
GO:0046502	5,19,20,1778,2711,4243,5827,6851,
GO:0007109	19,1258,2434,2607,4320,
GO:0034723	19,39,73,927,1457,1591,2414,
GO:0034725	19,38,56,270,311,443,3444,3621,3878,4064,7676,
GO:0048096	19,142,3657,6223,6461,
GO:0006756	19,278,299,515,4755,5044,7850,
GO:0006050	68,446,1146,2958,3195,3661,4048,6246,
GO:0006051	9,19,79,178,3659,4497,9552,9730,
GO:0007443	19,73,110,139,158,709,820,932,2845,5275,6280,7321,8015,
GO:0048619	19,74,303,
GO:0072002	8,394,955,2480,5784,6155,
GO:0010747	68,1432,1691,5650,7767,
GO:0032892	19,39,805,882,1226,2348,
GO:2000193	19,331,391,1085,
GO:0006054	19,347,1186,1242,2222,3247,6747,
GO:0032637	19,68,2077,4419,5372,8939,
GO:0042228	19,21,172,307,6915,8538,8876,
GO:0008535	19,39,44,780,2716,
GO:0017004	131,143,638,3089,9781,
GO:0017062	19,54,830,1183,3236,3914,9315,
GO:0033617	19,193,2085,
GO:0034551	19,98,332,370,2183,2638,9170,
GO:0097033	19,193,238,980,1207,8312,9568,
GO:0097034	6,19,21,352,1503,1636,2541,5314,6130,7316,8851,10048,
GO:0060013	19,54,118,401,3217,5513,7013,
GO:0009137	19,207,905,1240,3197,7955,8730,9028,
GO:0009181	19,132,2285,5513,
GO:0010932	19,331,5002,5677,
GO:0010933	19,21,82,86,116,358,487,882,1697,
GO:0006173	19,74,1068,2212,6106,8774,9474,10169,
GO:0009182	19,202,208,893,961,1911,2497,6307,8649,
GO:0009183	19,281,
GO:0046056	19,1067,1899,2356,4833,
GO:0006667	19,21,178,615,3308,4700,7109,9974,
GO:0001682	19,21,421,647,886,898,961,7139,9944,
GO:0016078	19,6234,6367,
GO:0000161	19,44,1052,1062,2151,4665,5264,7473,8414,9047,9111,10117,
GO:0000173	20,139,142,406,1873,5473,9278,9501,
GO:0007231	19,20,253,266,328,2430,6720,
GO:0071470	19,413,879,
GO:0000964	19,253,654,816,6914,6970,
GO:0000966	68,731,5648,7961,
GO:0035456	19,100,4826,5853,
GO:0035458	19,30,122,1375,1395,2625,2742,3009,3505,4199,
GO:0071042	19,40,112,1207,1240,9795,
GO:0071047	404,1226,1852,2114,2772,4462,7144,
GO:2000625	19,252,5103,9776,10189,
GO:2000627	19,21,73,205,278,699,5328,7609,9774,
GO:2000628	19,100,1120,1343,4386,7055,
GO:2000630	22,387,646,1343,6042,8163,
GO:0045006	19,142,191,666,1955,2226,3126,4569,
GO:0006216	19,1434,1657,
GO:0009972	19,55,615,827,1199,1556,1789,6591,
GO:0035510	19,74,110,1571,2006,
GO:0042454	19,259,377,918,2062,
GO:0046087	251,277,1226,2490,3728,
GO:0046133	19,112,286,330,2477,3451,4362,4716,
GO:0080111	124,227,6712,
GO:0090308	19,20,43,218,3905,
GO:0090310	19,183,2871,3502,4204,5886,
GO:0006391	19,355,3174,3243,4519,4655,4756,
GO:0006348	19,167,4270,7601,7678,
GO:0051775	19,54,992,
GO:0000290	19,21,24,112,857,1536,4013,6642,7201,
GO:0031086	21,710,1691,1954,3936,4268,5230,8151,
GO:0031087	19,3752,4037,5958,6282,7445,8001,9378,
GO:0007206	21,68,968,1111,7250,
GO:0007216	19,646,889,3859,
GO:0048170	21,225,1554,2545,4573,5629,6725,7448,
GO:0021936	19,20,3224,3594,4195,4480,7173,
GO:0021940	19,2716,
GO:0045741	19,309,357,2373,8386,
GO:0006700	3,19,77,1094,3796,
GO:0008207	19,21,325,331,1086,1606,2301,
GO:0042660	19,442,1508,5205,8391,9055,
GO:0046668	19,55,124,307,1997,3444,
GO:0060128	19,43,
GO:0060129	19,358,1058,2983,5990,7886,
GO:0007529	19,73,278,469,896,2131,4217,4862,5050,5481,9403,
GO:0030194	19,1906,
GO:0051281	19,698,737,1594,2617,3014,
GO:2000482	19,1427,
GO:2000484	19,64,307,5629,8746,
GO:2000778	19,154,8136,
GO:0014050	68,124,191,326,3154,7866,7956,
GO:0016048	19,626,894,1076,1496,1547,6063,
GO:0032242	19,45,122,253,607,1700,4395,
GO:0032244	19,55,967,1517,3011,5561,
GO:0032899	19,144,409,982,4632,7529,8139,8253,
GO:0032900	7,19,98,863,2273,4277,8594,
GO:0035814	19,21,614,4441,
GO:0042321	112,700,885,2198,
GO:0042323	19,193,616,7860,
GO:0042754	19,308,2888,3022,
GO:0045188	19,56,258,313,391,3294,8779,
GO:0050961	4027,7486,9638,
GO:0050965	19,646,700,1542,1685,3912,
GO:0051967	19,249,518,603,970,1074,3243,5411,
GO:0055118	19,234,329,3106,
GO:0070256	19,636,677,870,1586,2930,4044,5761,5781,6023,
GO:0034239	214,1191,2506,2515,6097,7878,8789,
GO:0034241	19,1059,7829,9136,
GO:0042117	19,79,280,793,1573,1582,2444,3436,7210,
GO:0051088	19,126,358,682,913,1501,1508,2765,5642,
GO:0051547	19,654,
GO:0051549	19,1485,4751,5646,
GO:0060142	19,1276,5814,7682,7994,8481,9850,10027,
GO:0060143	19,24,640,2414,2632,7204,
GO:0014060	19,56,891,1042,2350,2441,3075,3174,4192,5641,
GO:0032812	19,96,421,884,2156,7280,7724,
GO:0034104	19,685,
GO:0045779	19,253,325,422,930,1023,1544,1767,4420,5545,6523,
GO:0046851	19,56,474,821,912,1680,1754,1768,2237,2579,3494,
GO:0070253	19,55,56,224,350,1102,3365,6417,9362,
GO:0060999	19,845,
GO:0071671	73,154,355,1132,1275,3513,4132,7002,
GO:0071673	19,21,160,1061,4833,4946,5711,6835,6842,
GO:0002282	19,383,7095,
GO:0010572	19,557,707,4738,6806,
GO:0010669	19,43,152,
GO:0016046	1674,2013,2393,3481,5804,
GO:0030277	19,129,309,361,694,1267,2689,3517,
GO:0032497	19,127,210,3669,5145,
GO:0042535	19,46,121,307,638,709,1600,6842,
GO:0045416	19,70,2428,4975,
GO:0052033	19,21,137,185,955,1109,1430,
GO:0052166	128,151,1736,1894,3223,3728,
GO:0052167	19,1237,1938,3181,6566,
GO:0052169	19,1882,3435,
GO:0052257	19,142,5022,
GO:0052305	19,2615,
GO:0052306	19,93,1100,1472,1517,1954,4345,7144,
GO:0052308	52,1758,5119,8386,8617,
GO:0052552	19,365,3204,4836,5502,
GO:0052553	19,21,245,830,2123,3207,
GO:0052555	19,307,1140,1702,2895,
GO:0052556	19,1602,5386,
GO:0060729	19,955,5942,6643,6745,6822,6848,7151,7487,
GO:0010838	19,20,1086,2038,2376,9354,
GO:0030538	19,94,141,142,312,767,1998,2010,5343,6714,
GO:0046877	19,2220,7227,
GO:0048752	19,55,142,280,421,2296,7374,
GO:0048808	19,56,898,1518,4392,
GO:0050674	19,21,73,112,537,704,3122,9165,
GO:0050675	254,284,331,482,1417,2933,2954,9695,9870,
GO:0050677	170,736,1851,3088,5256,6577,9170,9389,
GO:0060432	19,21,231,313,2127,2180,3656,4065,8269,
GO:0060436	19,55,968,1993,8008,8899,
GO:0060437	16,19,25,73,143,375,2787,3159,4419,6440,8853,
GO:0060447	19,20,1144,1182,1657,5716,
GO:0060495	19,363,730,3504,5661,8751,9312,9595,9990,
GO:0060496	19,253,519,2422,4478,8669,
GO:0060661	19,58,278,2457,2718,
GO:0060876	19,230,783,2886,5551,9764,10081,10173,
GO:0060879	19,157,422,642,684,1893,2385,2704,4867,7710,8699,9116,9246,9576,9889,
GO:0061033	19,159,234,1332,2491,3705,5374,5979,
GO:0061115	19,94,599,1646,1955,2392,3050,7190,7680,
GO:0070075	19,189,881,1933,6199,
GO:0070344	14,19,535,1316,8977,
GO:0070346	19,142,236,1133,2065,5268,5755,8986,
GO:0070350	19,61,295,709,1487,1526,3566,7499,9504,
GO:0070352	19,186,306,866,2261,3013,5104,6430,10004,
GO:0070384	19,2204,4418,5456,6138,7879,
GO:0032287	19,64,191,358,2802,3011,4871,
GO:0042743	19,1665,4232,7233,
GO:0043217	19,21,117,3973,
GO:0050665	19,1432,
GO:0002523	19,470,1234,
GO:0002689	19,238,251,1104,7379,
GO:0006956	14,19,
GO:0006957	19,256,274,2648,
GO:0006958	390,1332,
GO:0010574	19,140,
GO:0010575	19,49,325,358,363,867,1129,2276,4925,
GO:0010700	19,111,987,1280,2196,3013,5599,
GO:0010758	19,98,170,
GO:0010760	19,250,863,1331,2824,2925,8047,
GO:0033602	19,21,2385,8018,
GO:0033604	19,390,1220,2289,2321,2394,3094,3931,4794,
GO:0072376	19,154,178,251,355,782,
GO:0090196	19,119,183,2183,7438,
GO:0090197	19,21,921,1134,1140,7865,
GO:0010193	19,193,445,954,1324,1929,2755,3176,3678,4873,7606,
GO:0032303	19,78,1105,1132,1934,3474,3578,3958,
GO:0032305	19,414,583,955,1700,3030,3091,
GO:0032306	19,1432,1541,2181,8345,
GO:0032308	8,187,658,1097,1103,2592,
GO:0032725	19,21,187,883,901,1090,2480,7279,
GO:0035504	19,141,253,603,1175,5557,8956,
GO:0035505	19,122,306,
GO:0060353	19,152,845,3531,3910,5615,
GO:0060355	274,5838,9482,
GO:0070163	19,100,156,6504,7338,
GO:0070164	19,246,1348,1754,5854,6940,
GO:0002446	19,55,564,3048,
GO:0044240	19,40,127,157,329,531,1888,3531,3714,
GO:0044243	19,160,684,704,4968,
GO:0002495	503,4280,4787,5602,6072,
GO:0002905	19,20,110,370,9736,
GO:0002906	19,43,140,291,1191,1201,1661,1993,2362,2542,4783,8540,
GO:0019886	19,40,55,154,614,695,1185,2490,2829,6190,7274,
GO:0035691	19,1508,1723,2089,6050,6579,
GO:0060907	19,113,122,549,1817,2094,2469,5918,9986,
GO:0061081	19,191,250,317,643,1426,1937,4443,
GO:2000341	19,110,813,999,1084,1103,1583,1614,3866,4007,4156,4716,
GO:2000343	15,19,68,207,1004,1601,1697,2139,
GO:0002578	19,112,224,301,328,1429,9824,
GO:0002580	19,24,56,78,2790,3472,3898,7564,
GO:0002581	79,268,1485,2305,2377,4929,5777,
GO:0002605	19,336,1983,3542,4775,
GO:0010749	193,6227,
GO:0010751	19,155,212,2065,5591,
GO:0010752	19,152,2389,3570,4891,7356,9759,
GO:0010754	19,73,809,1508,4761,6328,8073,9620,9886,
GO:0010755	19,178,251,1652,1831,2847,3169,8750,
GO:0010757	19,61,352,
GO:0010759	19,21,61,212,899,2552,6054,
GO:0018149	19,4425,
GO:0043652	19,301,1780,2027,9592,10019,
GO:0051917	19,22,568,1583,2222,2240,2586,6775,
GO:0051918	6,19,49,394,479,503,1091,1559,1931,2265,
GO:0071622	19,21,55,159,214,2813,3843,
GO:0071675	19,106,335,595,1188,1417,1474,4268,4668,6661,
GO:0000255	19,54,1944,
GO:0006103	19,445,1046,8238,
GO:0006549	19,2192,2238,2260,2458,2954,3162,3334,
GO:0014071	19,1151,
GO:0046449	232,1137,3551,3937,5344,5393,6807,8030,
GO:0046898	6,19,214,263,329,988,1371,2886,3684,6372,8921,
GO:0072338	19,1779,3175,3614,4483,4543,5094,5527,7800,
GO:0008355	16,19,257,1386,6985,
GO:0032417	19,150,1078,1528,1647,3071,3223,5979,7253,
GO:0042048	19,961,1036,6640,7606,8185,8489,
GO:0048149	19,21,2480,
GO:0051582	19,3068,3087,5272,5646,
GO:0051586	19,1194,5283,7147,8946,
GO:0051944	19,48,56,2032,7118,
GO:0010701	19,108,779,2820,6878,8277,
GO:0002536	19,20,1527,5293,6936,9085,
GO:0002679	1266,1440,1929,3504,7333,9309,
GO:0042744	19,294,735,
GO:0001978	19,879,1031,6866,
GO:0001982	19,193,278,443,3680,
GO:0001988	193,278,1701,7726,9641,
GO:0003025	19,77,3228,4687,7625,
GO:0032691	19,74,616,650,1575,1664,2317,
GO:0035095	19,329,2411,6498,7077,
GO:0060112	19,132,193,557,2467,3841,4964,6913,7402,9142,
GO:0002741	19,306,372,1572,1920,3161,5718,
GO:0003213	7,19,688,1889,5496,6557,7912,8586,
GO:0003344	19,86,853,3005,
GO:0003408	98,210,370,773,1798,1941,2529,3721,8635,
GO:0007223	16,19,
GO:0010819	19,7379,
GO:0010820	19,56,96,232,685,695,888,4131,
GO:0035567	19,424,1091,
GO:0048850	4,19,21,170,213,315,447,2358,5576,7006,
GO:0048852	19,190,782,869,7423,
GO:0060029	19,64,4195,
GO:0060067	19,1436,1488,5057,
GO:0060068	19,56,171,5947,
GO:0060071	19,56,306,478,621,
GO:0060210	19,482,1195,1734,5025,
GO:0060599	19,22,137,292,1067,1505,7680,
GO:0060750	19,127,485,677,3253,3558,4678,4708,
GO:0061341	19,20,73,601,1746,1874,4552,8846,8870,
GO:0061346	19,328,1353,2251,3449,4631,6847,9542,
GO:0061347	19,40,100,128,213,533,773,6197,6560,9259,
GO:0061348	19,231,677,2918,9335,
GO:0061349	19,973,1021,1440,2625,3197,6410,
GO:0061350	19,73,193,1319,2570,3249,
GO:0061354	19,335,492,3341,6155,
GO:0071542	157,208,657,1443,2283,2614,5855,
GO:0090036	19,41,56,140,641,5454,6082,7058,
GO:0090037	19,142,4512,
GO:0090103	19,2261,
GO:0090175	19,1042,2565,2742,
GO:0090178	19,20,370,712,1954,2023,
GO:0090179	19,56,679,827,3875,
GO:2000401	19,173,331,986,1003,1130,1176,1903,2980,4825,7231,
GO:2000403	122,363,1259,1493,3147,6301,
GO:2000404	0,19,139,206,682,3286,
GO:2000406	19,73,3597,4463,
GO:0019062	19,266,557,5205,
GO:0043126	19,251,677,1372,5036,6137,
GO:0043128	19,122,142,1061,1318,2169,6482,7094,8002,
GO:0046813	19,469,2411,4984,7945,
GO:0007196	19,411,6656,7440,
GO:0001696	19,891,1218,2488,2801,3708,
GO:0032097	19,302,2137,2269,4302,5399,
GO:0032100	19,56,243,257,409,2829,2930,5325,
GO:0035930	19,21,77,122,325,819,935,1193,1432,5862,7331,7705,
GO:0035933	19,355,2641,3431,
GO:0042320	19,
GO:0042322	291,321,972,1628,2539,9973,
GO:0043400	19,205,2926,6119,
GO:0044089	55,250,1148,1615,1764,
GO:0045938	19,921,1533,3087,3742,3849,7595,
GO:0046010	19,73,368,2163,2593,4408,6447,6856,7885,
GO:0051462	19,93,1131,4121,7472,8125,9075,
GO:0051464	19,21,725,2931,4046,
GO:0051962	19,20,285,355,413,1002,1143,
GO:0051965	19,246,564,633,4349,
GO:0060124	809,1103,1215,3424,3657,
GO:2000831	19,61,191,1176,7309,
GO:2000833	19,2890,6095,
GO:2000846	19,214,233,252,1303,2931,4221,4899,6724,
GO:2000848	19,38,564,661,1136,1468,3720,5635,6828,
GO:2000849	19,112,224,245,358,616,1957,4262,6471,
GO:2000851	19,167,240,399,814,951,1763,7421,
GO:0000338	19,47,110,142,178,208,309,2746,
GO:0010388	19,253,1376,3922,
GO:0042663	19,20,109,238,642,1146,3159,3973,4145,
GO:0045204	16,55,334,1764,2206,2297,6593,
GO:0045208	19,252,321,753,2386,2659,2861,7915,
GO:0045209	19,1185,4435,5377,
GO:0015872	19,22,56,329,1427,3910,
GO:0051583	19,110,191,364,1856,4977,5907,8122,
GO:0051934	19,144,1781,5448,
GO:0051937	19,1129,1670,1914,2108,4498,5491,
GO:0010044	19,271,1888,1950,6224,8828,9173,
GO:0032847	19,140,1283,7143,7257,
GO:0032848	19,55,358,1046,7931,
GO:0034349	19,418,2167,4506,5094,5279,6434,7352,
GO:0051593	79,142,970,2052,6067,
GO:0051902	19,69,1072,3476,3792,7813,
GO:0090085	19,1576,3443,
GO:0090086	19,100,173,222,264,945,1231,2840,4940,8753,9660,9756,
GO:0042275	19,73,162,902,2274,2702,3392,5098,5765,6972,
GO:0019076	19,73,784,885,3243,
GO:0046753	19,58,127,142,1681,2642,2932,
GO:0046755	19,3945,9438,
GO:0070086	19,64,712,7181,7668,8037,
GO:0023035	7,19,206,315,716,1385,5844,7646,8826,
GO:0097039	19,41,1314,2189,3329,
GO:0000379	19,184,1176,2671,3305,3522,4043,
GO:0030092	19,100,335,380,901,1142,6794,6920,8672,
GO:0034454	16,19,55,73,1165,1207,1485,3244,5042,7595,
GO:0045724	19,73,122,1787,5787,10179,
GO:0050893	19,49,699,943,1129,1194,1336,1563,
GO:0072393	19,1717,2835,
GO:0030953	19,26,583,815,2014,4052,
GO:0010954	19,198,272,275,
GO:0021826	19,20,86,95,449,2231,2385,2444,
GO:0021830	19,1444,1488,2215,2583,
GO:0021843	19,20,127,130,230,6268,
GO:0021853	134,200,635,4532,6610,
GO:0021894	19,479,861,1043,1472,1712,4970,8083,
GO:0031133	109,118,2306,2358,4069,7048,8054,
GO:0032536	19,100,412,1828,
GO:0045161	19,278,615,1236,4840,
GO:0045163	19,869,3037,
GO:0060167	19,58,654,2393,2726,
GO:0060168	19,267,355,2966,7779,
GO:0071205	74,968,1412,2419,7693,
GO:0071206	19,847,885,989,1336,2848,3347,3971,5964,6422,6979,7287,7972,9046,10148,
GO:0030011	19,291,2527,3532,6237,9175,9294,
GO:0031581	19,73,138,252,6183,7240,
GO:0007023	19,118,676,4048,6811,
GO:0045196	19,309,695,2098,2915,4086,
GO:0045200	19,20,21,1017,4601,5300,8834,9815,10154,
GO:0035026	19,49,62,110,360,729,2405,5336,7332,
GO:0051365	19,863,1259,1748,3342,4408,
GO:0048239	285,398,1413,1631,5474,5569,7365,
GO:0000238	183,1064,1256,2790,4968,6904,7903,7963,8552,9676,
GO:0007060	19,74,252,330,1021,1134,1753,7762,
GO:0043060	19,96,150,168,1021,6577,7396,
GO:0051257	19,191,193,640,3111,3638,7112,7311,7565,8457,
GO:0051311	19,319,326,358,2010,2835,3254,3532,5734,6487,
GO:0000389	19,21,117,355,422,470,3839,8166,
GO:0006696	19,73,319,363,3114,3489,8311,
GO:0008204	142,386,870,1247,2756,9073,
GO:0016128	19,172,528,1067,1702,4729,5722,9378,
GO:0016129	19,1196,3398,4087,
GO:0044107	19,86,193,3221,7953,
GO:0044108	19,347,482,2335,3099,4078,4770,5717,
GO:0033490	19,580,1232,1377,2145,2169,5011,6477,
GO:0009111	19,313,1324,
GO:0042182	19,20,56,717,1082,1409,1671,3469,3908,4690,6658,7227,9172,9882,
GO:0042363	19,117,141,4575,5534,
GO:0042373	19,595,6065,8090,
GO:0042374	19,124,3723,5796,7431,8515,
GO:0042376	19,231,531,1078,2051,2573,6427,7518,7787,9624,10128,
GO:0042377	19,297,1335,2981,4595,
GO:0042378	19,311,957,1502,1573,6135,8749,10020,
GO:0032817	19,54,110,650,1203,5586,
GO:0032819	4,19,328,2385,4066,
GO:0042448	149,169,226,358,
GO:0045647	484,2263,6462,
GO:0046544	19,79,266,324,5658,
GO:0033025	19,55,61,2440,3824,3883,4424,
GO:0033026	19,142,278,736,1052,3185,5049,
GO:0033033	225,1097,1204,4101,
GO:0060376	19,69,180,267,1955,6997,
GO:0070666	19,178,297,2091,
GO:0070668	19,142,514,638,716,5470,
GO:0006123	19,56,124,193,1458,1597,2599,2689,
GO:0006783	19,970,
GO:0006784	19,107,127,238,1331,1854,3242,3812,5317,7149,
GO:0042168	19,638,866,1371,
GO:0046160	19,157,1131,9563,
GO:0048033	19,988,1068,1095,4231,4439,4766,4801,6767,7258,8194,
GO:0048034	19,61,78,325,422,621,5515,5873,7940,
GO:0015976	61,111,178,266,1736,3168,4000,5106,8319,8690,9902,
GO:0003091	19,761,1033,1277,4960,
GO:0003097	132,149,878,1544,2049,3225,
GO:0009414	19,252,620,956,2375,3891,
GO:0009415	19,312,516,676,989,1884,2842,8177,
GO:0015791	19,251,676,2283,4749,
GO:0015793	6055,
GO:0030042	19,55,96,740,1004,1758,3056,9425,
GO:0030104	19,330,1222,
GO:0042631	19,54,142,151,251,355,542,604,3646,3895,4090,
GO:0050891	19,56,107,385,1259,5504,
GO:0071280	124,127,154,549,703,1544,2297,3283,4381,6163,
GO:0071288	19,40,126,450,794,1237,2017,2222,2545,4526,6728,
GO:0006026	74,266,2518,
GO:0006030	45,328,1775,2216,2403,4652,
GO:0006032	19,64,516,3331,4984,
GO:0006037	19,22,86,903,1312,2129,4700,5080,5623,
GO:0010383	19,127,302,2334,4173,5444,5513,5826,
GO:0044036	19,2196,
GO:0071554	19,21,117,142,281,828,2040,
GO:0055095	19,676,815,917,1908,6804,10003,
GO:0055096	19,173,2039,2126,4069,6299,6393,7267,7489,
GO:0071402	19,56,301,1163,2632,4066,4126,4512,8537,
GO:0071404	19,634,719,721,1521,1761,4125,
GO:0042483	19,200,2381,2446,6617,
GO:0071344	19,348,1736,3683,3951,4793,7437,7577,
GO:0006081	77,515,955,
